Title,ID,Year,Country,Genre,"Genre ID","Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id","Situation machine vision is used in","Situation machine vision is used in ID",Characters,"Characters ID"
"Sword Art Online",96,2012,Japan,"Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Biometrics, Virtual reality","2000152, 20009, 2000147",,,"AI, Companionship, Competition, Conflict, Crime, Family, Identity, Physical violence, Romantic relationship","2000168, 200050, 2000245, 200055, 200057, 2000167, 2000169, 200056, 200048","Dangerous, Empowering, Exciting, Hostile, Intrusive, Oppressive","2000129, 2000318, 200097, 200099, 2000209, 2000107","Sword Art Online (Virtual reality)",518,"Kazuto Kirigaya, Asuna Yuuki","517, 520"
Syndicate,887,2012,Sweden,Game,20003,"Augmented reality, Body scans, Non-Visible Spectrum, Optical/ocular implant, Virtual reality","200074, 200090, 2000207, 2000127, 2000147",,,"Conflict, Cyborgs, Free will, Hacking, Physical violence","200055, 2000203, 2000163, 2000160, 200056",Empowering,2000318,"Syndicate (DART-6 chip AR overlay), Syndicate (Battle simulation area)","3102, 3103","Miles Kilo",3101
"Synthetic Selfies",904,2018,Finland,"Art, Photograph/print/painting","20002, 2000157",,,"Cameraphone, Machine learning","2000154, 200012","AI, Identity","2000168, 2000169","Alien, Creepy","200096, 2000327","Synthetic Selfies (Generating Self-portraits)",1153,,
"System Azure Security Ornamentation",1767,2002,"United States","Art, Performance art, Photograph/print/painting","20002, 2000140, 2000157","Surveillance cameras",200080,,,"Hacking, Playful, Surveillance","2000160, 2000170, 200052","Alien, Subversive","200096, 2000210","System Azure Security Ornamentation (decorating surveillance cameras)",1768,,
Tacoma,51,2017,"United States",Game,20003,"AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Holograms, Motion tracking","2000152, 200074, 20009, 20001339, 2000180",,,"AI, Automation, Consciousness, Free will","2000168, 2000173, 2000171, 2000163","Intimate, Protective","2000100, 2000317","Tacoma (Holographic memory), Tacoma (Bioscan), Tacoma (AR motion tracking)","1696, 2721, 3246","Amitjyoti ""Amy"" Ferrier, Natali Kuroshenko","1695, 2730"
Technobabylon,980,2015,"United Kingdom",Game,20003,"AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Drones (UAV), Machine learning, Surveillance cameras, UGV, Virtual reality","2000152, 200074, 20009, 200079, 200012, 200080, 2000947, 2000147",,,"AI, Automation, City, Crime, Family, Identity","2000168, 2000173, 2000311, 200057, 2000167, 2000169","Exciting, Intimate, Prosocial, Subversive","200097, 2000100, 2000319, 2000210","Technobabylon (Trance VR), Technobabylon (Drone camera vision), Technobabylon (Correct temperature for biometric lock)","1002, 1003, 1694","Charles Regis, Latha Sesame, Max Lao","997, 998, 1004"
"Technotise: Edit & I",2297,2009,Serbia,"Narrative, Movie","20001, 2000130","Augmented reality, Body scans, Object recognition, Surveillance cameras","200074, 200090, 200015, 200080",,,"Conflict, Consciousness","200055, 2000171","Helpful, Intrusive, Neutral","200098, 2000209, 2000101","Technotise: Edit & I (Body scan), Technotise: Edit & I (AR helmet), Technotise: Edit & I (Surveillance cams with AR)","2294, 2295, 2296",Edit,2293
Temple,2701,2015,Canada,"Narrative, Movie","20001, 2000130","Augmented reality, Biometrics, Optical/ocular implant","200074, 20009, 2000127",,,"City, Climate Change, Conflict, Dystopian, Physical violence, Romantic relationship","2000311, 200069, 200055, 200070, 200056, 200048","Helpful, Neutral","200098, 2000101","Temple (Man Steals Arm)",2702,Oz,2699
TendAR,514,2018,"United States","Game, Narrative, Electronic literature","20003, 20001, 2000137","Emotion recognition, Machine learning, Object recognition","200091, 200012, 200015","Augmented reality, Cameraphone, Emotion recognition, Machine learning","200074, 2000154, 200091, 200012","AI, Animals, Companionship, Empathy, Playful","2000168, 2000200, 200050, 2000174, 2000170","Fun, Intimate, Wondrous","2000212, 2000100, 2000325","Tendar (Emotion recognition)",513,Guppy,512
TendAR,514,2018,"United States","Game, Narrative, Electronic literature","20003, 20001, 2000137","Emotion recognition, Machine learning, Object recognition","200091, 200012, 200015","Augmented reality, Cameraphone, Emotion recognition, Machine learning","200074, 2000154, 200091, 200012","AI, Animals, Companionship, Empathy, Playful","2000168, 2000200, 200050, 2000174, 2000170","Fun, Intimate, Wondrous","2000212, 2000100, 2000325","Tendar (Emotion recognition)",513,Guppy,512
"Terminator 2",729,1991,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Emotion recognition, Facial recognition, Filtering, Object recognition","200074, 200091, 20007, 200013, 200015",,,"Dystopian, Family, Free will, Physical violence, Robots/androids, War","200070, 2000167, 2000163, 200056, 200051, 200054","Dangerous, Exciting, Helpful, Hostile, Oppressive, Protective, Subversive","2000129, 200097, 200098, 200099, 2000107, 2000317, 2000210","Terminator 2 (Terminator scans bikers), Terminator 2 (Terminator learns to smile), Terminator 2 (Identifies John), Terminator 2 (Rebooting the Terminator)","731, 733, 738, 739","Terminator T-800 ""Model 101"", John Connor, Bikers (Terminator 2)","730, 732, 772"
"Terra Mars",1638,2019,China,"Art, Video art","20002, 2000139",,,"Image generation, Machine learning, Satellite images","200073, 200012, 200078","AI, Nature, Utopian","2000168, 2000175, 200071",Wondrous,2000325,"Terra Mars (generating a representation of a new planet)",1640,,
"The Addams Family",768,2019,"United States","Narrative, Movie","20001, 2000130","Surveillance cameras",200080,,,"Conflict, Family, Horror","200055, 2000167, 200061","Creepy, Empowering, Intrusive","2000327, 2000318, 2000209","The Addams Family (Needlervision)",767,"Margaux Needler, Inhabitants of Assimilation City","766, 771"
"The Argus Project",3171,2016,"United States","Art, Video art, Installation art, Narrative","20002, 2000139, 2000138, 20001","Cameraphone, Surveillance cameras","2000154, 200080",Camera,2000206,"Physical violence, Race, Surveillance","200056, 2000166, 200052","Empowering, Protective","2000318, 2000317","The Argus Project (armor with cameras)",3173,Argus,3172
"The Argus Project",3171,2016,"United States","Art, Video art, Installation art, Narrative","20002, 2000139, 2000138, 20001","Cameraphone, Surveillance cameras","2000154, 200080",Camera,2000206,"Physical violence, Race, Surveillance","200056, 2000166, 200052","Empowering, Protective","2000318, 2000317","The Argus Project (armor with cameras)",3173,Argus,3172
"The Avengers",2339,2012,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Biometrics, Camera, Facial recognition, Machine learning, Surveillance cameras","200074, 20009, 2000206, 20007, 200012, 200080",,,"Conflict, War","200055, 200054",Helpful,200098,"The Avengers (Scans fingerprint and retina for access), The Avengers (Iron Man's AR interface), The Avengers (Tricking biometric scanner), The Avengers (Facial recognition database to find Loki)","2332, 2333, 2336, 2338","Iron Man , Agent Phil Coulson, Loki, Hawkeye, S.H.I.E.L.D. agents","1944, 2331, 2334, 2335, 2337"
"The Battle of Ilovaisk",2740,2019,"United Kingdom",Art,20002,,,"Machine learning, Satellite images","200012, 200078","AI, Social Media, War","2000168, 2000177, 200054","Helpful, Subversive","200098, 2000210","The Battle of Ilovaisk (recognizing tanks)",2741,,
"The Castle Doctrine",1454,2014,"United States",Game,20003,"Surveillance cameras",200080,,,"Competition, Surveillance","2000245, 200052","Exciting, Protective","200097, 2000317","The Castle Doctrine (Security footage)",1464,"Player character (The Castle Doctrine), Burglars (The Castle Doctrine)","1465, 1466"
"The Cat Returns",1162,2002,Japan,"Narrative, Movie","20001, 2000130","Surveillance cameras",200080,,,"Animals, Identity","2000200, 2000169","Alien, Creepy, Oppressive","200096, 2000327, 2000107","The Cat Returns (Surveillance eyes)",1161,"Haru (The Cat Returns), The Cat King (The Cat Returns)","1159, 1160"
"The Cell",371,2017,France,"Narrative, Music video","20001, 2000316","Body scans, Surveillance cameras","200090, 200080","Non-Visible Spectrum",2000207,"Social Media, Surveillance","2000177, 200052","Hostile, Intrusive, Oppressive","200099, 2000209, 2000107","Gojira (Band filmed in infrared)",370,"""Gojira""",791
"The Circle",675,2017,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Biometrics, Body scans, Cameraphone, Drones (UAV), Facial recognition, Satellite images, Surveillance cameras, Webcams","200074, 20009, 200090, 2000154, 200079, 20007, 200078, 200080, 2000153",,,"Companionship, Conflict, Free will, Labour, Social Media, Surveillance","200050, 200055, 2000163, 2000179, 2000177, 200052","Dangerous, Intimate, Intrusive, Overwhelming, Prosocial","2000129, 2000100, 2000209, 2000188, 2000319","The Circle (Killing Mercer), The Circle (Facial Recognition), The Circle (Mae goes transparent), The Circle (Mae accidentally broadcasts her parents having sex)","676, 2958, 2959, 2961","Mae Holland, Mercer, Renata, Mae's parents","673, 674, 2957, 2960"
"The Coded Gaze: Unmasking Algorithmic Bias",1649,2016,"United States, Ghana","Art, Video art","20002, 2000139","Facial recognition, Machine learning","20007, 200012",,,"AI, Hacking, Inequality, Race","2000168, 2000160, 200089, 2000166","Empowering, Flawed, Oppressive","2000318, 2000208, 2000107","The Coded Gaze: Unmasking Algorithmic Bias (face detection failing)",1650,"""Joy Buolamwini""",269
"The Expanse",2412,2015,"United States","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Body scans, Holograms, Optical/ocular implant, Satellite images, Surveillance cameras","2000152, 200074, 200090, 20001339, 2000127, 200078, 200080",,,"Companionship, Conflict, Inequality, War","200050, 200055, 200089, 200054","Empowering, Helpful","2000318, 200098","The Expanse (Spaceship cameras scan and reveal), The Expanse (Naomi is recognised by the ship), The Expanse (AR to retrace flight course) , The Expanse (Cybernetic eye without connection)","2417, 2422, 2423, 2908","Naomi Nagata, Josephus Miller, Alex Kamal , James Holden, Kenzo","2414, 2420, 2421, 2909, 2910"
"The Final Cut",867,2004,"Lebanon, United States","Narrative, Movie","20001, 2000130","Facial recognition, Optical/ocular implant","20007, 2000127",,,"Grief, Physical violence, Surveillance","2000161, 200056, 200052","Flawed, Intrusive","2000208, 2000209","The Final Cut (Suicide after discovering implant), The Final Cut (Protesters)","2952, 2954","Alan Hakman, Girl (The Final Cut), Mrs Munroe","2956, 2951, 2953"
"The Flower of Shazui",615,2016,China,"Narrative, Short story","20001, 2000134","Augmented reality, Body scans, Facial recognition","200074, 200090, 20007",,,"City, Companionship, Crime, Hacking, Nudity, Sex, Surveillance","2000311, 200050, 200057, 2000160, 200086, 200053, 200052",,,"The Flower of Shazui (Shaman predicts future), The Flower of Shazui (Augmented reality contact lenses)","616, 1463","Big Sister Shen, Snow Lotus, Anonymous individual","644, 1462, 783"
"THE GOOGLE TRILOGY – 3.The Driver and the Cameras",216,2012,"Italy, United States","Art, Photograph/print/painting","20002, 2000157",,,"Interactive panoramas",2000155,"Automation, Labour","2000173, 2000179","Flawed, Intimate","2000208, 2000100","THE GOOGLE TRILOGY – 3.The Driver and the Cameras (Capturing the Driver)",318,"Google Driver",714
"The High-Rise Diver",2948,2018,Germany,"Narrative, Novel","20001, 2000133","Facial recognition, Surveillance cameras","20007, 200080",,,"Companionship, Inequality, Surveillance","200050, 200089, 200052",Protective,2000317,"High-Rise Diver (Hitomi watches Riva), High-Rise Diver (Hitomi can't track Riva)","2949, 2950","Riva Karnovsky, Hitomi Yoshida","2946, 2947"
"The Hunger Games (series)",589,2008,"United States","Narrative, Movie, Novel","20001, 2000130, 2000133","Augmented reality, Non-Visible Spectrum, Surveillance cameras","200074, 2000207, 200080",,,"City, Competition, Conflict, Dystopian, Nature, Physical violence, Romantic relationship, Surveillance, War","2000311, 2000245, 200055, 200070, 2000175, 200056, 200048, 200052, 200054","Dangerous, Empowering, Exciting, Helpful, Hostile, Misleading, Oppressive","2000129, 2000318, 200097, 200098, 200099, 2000213, 2000107","The Hunger Games (AR model of arena), The Hunger Games (Holo), The Hunger Games (Night Vision Glasses in Games), The Hunger Games (Ubiquitous surveillance), The Hunger Games (Night Vision Glasses for Harvesting), The Hunger Games (Night Vision Glasses in Daylight), The Hunger Games (Peeta's Camouflage), The Hunger Games (Katniss Destroys Arena)","956, 957, 959, 961, 963, 964, 967, 968","Katniss Everdeen, Gamemasters (The Hunger Games), President Snow, Rue (The Hunger Games), Peeta Mellark, The Careers (The Hunger Games)","953, 954, 955, 958, 966, 960"
"The Invisible Man",2544,2020,"United States, Australia","Narrative, Movie","20001, 2000130","Camera, Image generation, Surveillance cameras, Webcams","2000206, 200073, 200080, 2000153",,,"Horror, Physical violence, Surveillance","200061, 200056, 200052","Creepy, Dangerous, Intrusive","2000327, 2000129, 2000209","The Invisible Man (Cecilia Paints Webcam), The Invisible Man (CCTV surveillance footage), The Invisible Man (Violent use of Invisibility)","2541, 2542, 2543","Cecilia Kass, Adrian Griffin","2539, 2540"
"The Last Human",2463,2020,"United States","Narrative, Novel","20001, 2000133","AI (General Purpose Artificial Intelligence), Emotion recognition, Machine learning, Object recognition","2000152, 200091, 200012, 200015",,,"AI, Companionship, Robots/androids","2000168, 200050, 200051",Helpful,200098,"The Last Human (XR_935 is recognising), The Last Human (XR_935 finds a human), The Last Human (XR_935 analysing face)","2465, 2468, 2493","XR_935, Emma human, Animals (The Last Human)","2464, 2467, 2963"
"The Last One",1898,2016,"United States","Narrative, Novel","20001, 2000133","Camera, Drones (UAV), Emotion recognition, Surveillance cameras","2000206, 200079, 200091, 200080",,,"Companionship, Competition, Conflict, Dystopian, Free will, Horror, Physical violence, Social Media, Surveillance","200050, 2000245, 200055, 200070, 2000163, 200061, 200056, 2000177, 200052","Creepy, Exciting, Intrusive, Oppressive, Overwhelming","2000327, 200097, 2000209, 2000107, 2000188","The Last One (Reality Show) , The Last One (news camera), The Last One (drone)","1929, 1937, 1928","Zoo, Production (The Last One)","1925, 1927"
"The Machine Stops",82,1909,"United Kingdom","Narrative, Short story","20001, 2000134","Facial recognition, Object recognition, Surveillance cameras","20007, 200015, 200080",,,"Climate Change, Dystopian, Horror, Robots/androids, Surveillance","200069, 200070, 200061, 200051, 200052","Helpful, Neutral","200098, 2000101","The Machine Stops (Vashti sees Kuni)",268,"Vashti, Kuni","987, 988"
"The Mandalorian",2476,2019,"United States","Narrative, TV series or episode","20001, 2000131","Facial recognition, Holograms, Non-Visible Spectrum","20007, 20001339, 2000207",,,"Companionship, Empathy, Family, Inequality, War","200050, 2000174, 2000167, 200089, 200054",,,"The Mandalorian (Reluctant facial recognition to steal data), The Mandalorian (Holographic threats)","2807, 2809","Din Djarin, Valin Hess, Migs Mayfield, Moff Gideon","2499, 2501, 2500, 2808"
"The Martian",2052,2015,"United Kingdom, United States","Narrative, Movie","20001, 2000130","Camera, Satellite images, Surveillance cameras, Webcams","2000206, 200078, 200080, 2000153",,,"Labour, Surveillance","2000179, 200052","Empowering, Exciting, Helpful","2000318, 200097, 200098","The Martian (Surveillance camera), The Martian (Pathfinder camera), The Martian (Satellite surveillance), The Martian (Helmet Camera)","2146, 2147, 2131, 2132","Mark Watney , Mindy Park","2050, 2130"
"The Matrix",1953,1999,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Biometrics, Body scans, Drones (UAV), Holograms, Surveillance cameras, Virtual reality","2000152, 20009, 200090, 200079, 20001339, 200080, 2000147",,,"AI, Consciousness, Dystopian, Free will, Hacking, Identity, Physical violence, Robots/androids, Surveillance","2000168, 2000171, 200070, 2000163, 2000160, 2000169, 200056, 200051, 200052","Creepy, Empowering, Exciting, Hostile, Misleading, Oppressive, Overwhelming","2000327, 2000318, 200097, 200099, 2000213, 2000107, 2000188","The Matrix (The Matrix)",2214,"Neo, Sentinel (The Matrix), Morpheus, Rebels, Agent Smith, Agents (sentient programs)","1954, 2216, 1955, 1957, 1958, 2213"
"The Midnight Sky",2576,2020,"United States","Narrative, Movie","20001, 2000130","Biometrics, Camera, Holograms, Satellite images","20009, 2000206, 20001339, 200078",,,"Companionship, Dystopian","200050, 200070","Intimate, Prosocial","2000100, 2000319","The Midnight Sky (Mitchell plays holo-game), The Midnight Sky (Crew makes plan), The Midnight Sky (Mitchell relives breakfast with family)","2573, 2574, 2575",Mitchell,2572
"The Mitchells vs. The Machines",3033,2021,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Object recognition, Surveillance cameras","2000152, 200015, 200080",,,"AI, Family, Robots/androids, Social Media","2000168, 2000167, 200051, 2000177","Dangerous, Flawed, Hostile, Oppressive","2000129, 2000208, 200099, 2000107","The Michells vs. The Machines (Dog breaks image recognition)",3034,"Katie, Katie's dog","3032, 3045"
"The Most Beautiful Women",3157,2019,,"Art, Video art","20002, 2000139",,,Deepfake,200072,Identity,2000169,Subversive,2000210,"The Most Beautiful Women (replacing faces)",3158,,
"The Murderbot Diaries (series)",1481,2017,"United States","Narrative, Novel","20001, 2000133","AI (General Purpose Artificial Intelligence), Body scans, Drones (UAV), Surveillance cameras","2000152, 200090, 200079, 200080",,,"Companionship, Free will, Hacking, Physical violence, Robots/androids, Surveillance","200050, 2000163, 2000160, 200056, 200051, 200052","Flawed, Helpful, Intrusive, Oppressive, Protective","2000208, 200098, 2000209, 2000107, 2000317","The Murderbot Diaries (murderbots record everything), The Murderbot Diaries (Murderbot watches through security cameras), The Murderbot Diaries (Murderbot and ART hacks security cameras), The Murderbot Diaries (security cameras set-up), The Murderbot Diaries (Murderbot shares camera feed)","1587, 1588, 1589, 1590, 1592","Murderbot, Amena","1480, 1591"
"The Normalizing Machine",193,2018,Israel,"Art, Installation art","20002, 2000138",Biometrics,20009,"Camera, Facial recognition, Machine learning","2000206, 20007, 200012","AI, Identity, Race","2000168, 2000169, 2000166","Dangerous, Intrusive, Oppressive","2000129, 2000209, 2000107","The Normalizing Machine (Classifying Social Normalcy)",527,,
"The Nostalgist",2693,2014,"Italy, United Kingdom","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Biometrics, Facial recognition, Virtual reality","2000152, 20009, 20007, 2000147",,,"Companionship, Conflict, Dystopian, Family, Identity, Robots/androids","200050, 200055, 200070, 2000167, 2000169, 200051","Flawed, Helpful, Protective","2000208, 200098, 2000317","The Nostalgist (Boy Learns Whats Real)",2694,"The Man, The Boy","2691, 2692"
"The Old Lie",2707,2019,Australia,"Narrative, Novel","20001, 2000133","Non-Visible Spectrum",2000207,,,"Dystopian, Family, Inequality, Race, War","200070, 2000167, 200089, 2000166, 200054","Hostile, Intrusive, Oppressive","200099, 2000209, 2000107","The Old Lie (Is there a night vision camera in the cell?)",2709,"William Daniels",2708
"The Ongoing Moment",1668,2020,China,"Art, Online art","20002, 2000159",,,"Augmented reality, Facial recognition, Filtering, Image generation, Motion tracking, Webcams","200074, 20007, 200013, 200073, 2000180, 2000153","AI, Identity, Playful, Social Media","2000168, 2000169, 2000170, 2000177",Fun,2000212,"The Ongoing Moment (apply custom filter to your face)",1673,,
"The Other Nefertiti",3202,2015,"Germany, Iraq",Art,20002,,,"3D scans",20001081,Hacking,2000160,Subversive,2000210,"The Other Nefertiti (nefertiti hack)",3203,,
"The Peripheral",2803,2014,"United States","Narrative, Novel","20001, 2000133","Optical/ocular implant, Virtual reality","2000127, 2000147",,,"Climate Change, Dystopian, Economy","200069, 200070, 2000172","Empowering, Exciting, Helpful","2000318, 200097, 200098","The Peripheral (Viz)",2802,"Edward (The Peripheral)",2801
"The Rain",1749,2018,Denmark,"Narrative, TV series or episode","20001, 2000131","Biometrics, Drones (UAV), Non-Visible Spectrum","20009, 200079, 2000207",,,"Climate Change, Companionship, Conflict, Dystopian, Family","200069, 200050, 200055, 200070, 2000167","Hostile, Intrusive","200099, 2000209","The Rain (Tricking drone's thermal imaging)",1750,"Martin, Simone","1751, 1752"
"The Salvage Crew",2975,2020,"Sri Lanka","Narrative, Novel","20001, 2000133","AI (General Purpose Artificial Intelligence), Drones (UAV), Non-Visible Spectrum, Object recognition, Satellite images, UGV","2000152, 200079, 2000207, 200015, 200078, 2000947",,,"AI, Conflict, Labour, Robots/androids","2000168, 200055, 2000179, 200051","Empowering, Helpful, Misleading","2000318, 200098, 2000213","The Salvage Crew (Amber Rose's cameras and drones), The Salvage Crew (Overfitted image recognition), The Salvage Crew (Spying on human crew), The Salvage Crew (Alien disrupts SHN's image recognition), The Salvage Crew (Seeing world as data)","3023, 3024, 3026, 3028, 3029","Amber Rose 348, Beacon, Anna Agarwal, SHN","3021, 3022, 3025, 3027"
"The Seeker",1082,2019,"United Kingdom","Art, Installation art","20002, 2000138",,,"Machine learning, Object recognition, Surveillance cameras","200012, 200015, 200080","AI, Hacking, Surveillance","2000168, 2000160, 200052","Creepy, Intrusive","2000327, 2000209","The Seeker (Machine watching machines)",1081,,
"The Shell",992,2019,Austria,"Art, Installation art","20002, 2000138",,,"Camera, Motion tracking","2000206, 2000180","AI, Animals, Robots/androids","2000168, 2000200, 200051","Fun, Wondrous","2000212, 2000325","The Shell (Machine mirroring us)",991,,
"The Simpsons",682,1989,"United States","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality","2000152, 200074",,,"Empathy, Family","2000174, 2000167","Dangerous, Exciting, Helpful","2000129, 200097, 200098","The Simpsons (AI helping the Simpsons family), The Simpsons (Robots trying to kill the Simpsons family), The Simpsons (Homer scans people), The Simpsons (AI killing Homer)","636, 641, 638, 634","The Simpsons family, Homer Simpson, Animal Robots (Simpsons)","632, 633, 2965"
"The Sims 4",235,2014,"United States",Game,20003,"Biometrics, Camera, Cameraphone, Filtering, Webcams","20009, 2000206, 2000154, 200013, 2000153",,,"Identity, Playful","2000169, 2000170","Exciting, Fun, Helpful","200097, 2000212, 200098","The Sims 4 (Connecting via cameras)",312,"Sim (The Sims 4)",3232
"The Social Dilemma",2519,2020,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Augmented reality, Cameraphone, Holograms, Machine learning, Virtual reality","2000152, 200074, 2000154, 20001339, 200012, 2000147",,,"AI, Conflict, Dystopian, Free will, Social Media, Surveillance","2000168, 200055, 200070, 2000163, 2000177, 200052","Creepy, Dangerous, Intrusive, Oppressive","2000327, 2000129, 2000209, 2000107","The Social Dilemma (AI manipulates Ben)",2520,"Ben, A.I. (The Social Dilemma)","2517, 2907"
"The Talos Principle",2835,2014,Croatia,Game,20003,"AI (General Purpose Artificial Intelligence), Holograms, Machine learning, Object recognition, Virtual reality","2000152, 20001339, 200012, 200015, 2000147","Cameraphone, Object recognition","2000154, 200015","AI, Free will, Robots/androids","2000168, 2000163, 200051",Empowering,2000318,"The Talos Principle (Hologram clone), The Talos Principle (QR code graffiti messages)","2836, 2837","Unnamed android (The Talos Principle)",2839
"The Terminator",737,1984,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Motion tracking, Object recognition","200074, 2000180, 200015",,,"Family, Free will, Physical violence, Robots/androids, Romantic relationship, War","2000167, 2000163, 200056, 200051, 200048, 200054","Dangerous, Hostile, Intrusive","2000129, 200099, 2000209","The Terminator (Kyle and Sarah flees from Terminator)",736,"Kyle Reese, Sarah Connor, Terminator T-800 ""Model 101""","734, 735, 730"
"The Test",1717,2019,Canada,"Narrative, Novel","20001, 2000133","Virtual reality",2000147,,,"Conflict, Crime, Dystopian, Family, Grief, Inequality, Physical violence","200055, 200057, 200070, 2000167, 2000161, 200089, 200056","Dangerous, Misleading","2000129, 2000213","The Test (VR simulation)",1718,"Idir Jalil (The Test)",1716
"The Under Presents",1147,2020,"United States",Game,20003,"Holograms, Virtual reality","20001339, 2000147","Virtual reality",2000147,"Companionship, Playful","200050, 2000170","Prosocial, Wondrous","2000319, 2000325","The Under Presents (Instructive holograms)",1146,,
"The Virtual Watchers",217,2016,Spain,"Art, Online art","20002, 2000159","Surveillance cameras",200080,,,"Conflict, Inequality, Race, Social Media, Surveillance","200055, 200089, 2000166, 2000177, 200052",Oppressive,2000107,"The Virtual Watchers (Surveilling the border)",244,"Immigrant group (The Virtual Watchers)",710
"The Walking Dead: Our World",884,2018,Finland,Game,20003,,,"Augmented reality, Cameraphone","200074, 2000154","Horror, Physical violence","200061, 200056",Helpful,200098,"The Walking Dead: Our World (AR)",1010,Zombies,1009
"The Webcam Project",19,2013,,"Narrative, Creepypasta","20001, 2000136",Webcams,2000153,,,"Horror, Physical violence, Romantic relationship, Surveillance","200061, 200056, 200048, 200052","Dangerous, Hostile","2000129, 200099","The Webcam Project (Webcams)",537,"David (The Webcam Project), Unnamed woman (The Webcam Project), Unnamed intern (The Webcam Project)","1148, 1149, 1150"
"The Zizi Show",3189,2020,"United Kingdom","Art, Online art","20002, 2000159","AI (General Purpose Artificial Intelligence)",2000152,Deepfake,200072,"AI, Gender, Identity, Playful","2000168, 2000165, 2000169, 2000170","Empowering, Exciting","2000318, 200097","The Zizi Show (creating Zizi)",3190,"Zizi, Drag Artists (The Zizi Show)","3192, 3191"
"They Live",286,1988,"United Kingdom","Narrative, Movie","20001, 2000130","Augmented reality",200074,,,"Conflict, Dystopian","200055, 200070","Helpful, Neutral","200098, 2000101","They Live (Roddy unveils a lie)",285,"John Nada, Aliens","284, 770"
"This is the Future",1543,2019,Germany,"Art, Installation art","20002, 2000138","AI (General Purpose Artificial Intelligence), Machine learning","2000152, 200012","Image generation, Machine learning","200073, 200012",AI,2000168,"Flawed, Wondrous","2000208, 2000325","This is the Future (neural networks predicting)",1586,,
"This Time Away",2663,2019,"United Kingdom","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Camera, Surveillance cameras","2000152, 2000206, 200080",,,"Family, Grief, Robots/androids, Surveillance","2000167, 2000161, 200051, 200052","Helpful, Intrusive, Prosocial","200098, 2000209, 2000319","This Time Away (Louisa watching Nigel)",2664,"Nigel, Max robot, Louisa","2660, 2661, 2662"
"Thor: Ragnarok",2356,2017,"United States","Narrative, Movie","20001, 2000130","Biometrics, Holograms","20009, 20001339",,,"Conflict, Family, War","200055, 2000167, 200054","Helpful, Oppressive","200098, 2000107","Thor: Ragnarok (Grandmaster projects himself as large hologram), Thor: Ragnarok (Thor uses biometric scan on hand)","2354, 2355","Grandmaster, Thor","2353, 2352"
"Tillie and CyberRoberta",3037,1995,"United States","Art, Installation art, Online art","20002, 2000138, 2000159",,,Webcams,2000153,"Cyborgs, Surveillance","2000203, 200052",Creepy,2000327,"Tillie and CyberRoberta (viewing through the eyes of a cyber-doll)",3038,,
"To the Moon",2894,2011,Canada,Game,20003,"Augmented reality, Body scans, Virtual reality","200074, 200090, 2000147",,,"Family, Grief, Romantic relationship","2000167, 2000161, 200048","Empowering, Helpful","2000318, 200098","To the Moon (Artificial memory machine)",2898,"Dr. Eva Rosalene, Dr. Neil Watts, John Wyles","2896, 2895, 2897"
"Tom Clancy's Ghost Recon Wildlands",229,2017,,Game,20003,"Drones (UAV), Facial recognition, Non-Visible Spectrum, Surveillance cameras","200079, 20007, 2000207, 200080","Motion tracking",2000180,"Conflict, Crime, Physical violence","200055, 200057, 200056",Helpful,200098,"Tom Clancy's Ghost Recon Wildlands (Drone vision), Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)","724, 2737","Nomad, Holt, Midas, Weaver","720, 721, 722, 723"
